# Hand-picked images per note, best first: Note<TAB>File | File | search:terms | -Unwanted file
# People: a close-up portrait, else a picture that includes the person. Events: an iconic picture.
# Factions and institutions: their symbol. Places: the place around 1873-1919, else a generic view.
# Concepts: a related picture. Used by `py tools/wiki_images.py lead` (see the Handbook, section 4.8).
Beyrut	search:Beirut photochrom | Beyrouth_vue_aérienne.jpg
Bitlis	Engraving_of_Bitlis_1900.jpg | Bitlis_view.jpg
Boğazlar	search:Bosphorus photochrom | Istanbul_and_Bosporus_big.jpg
Bulgaristan	search:Principality of Bulgaria 1900 photograph | Bulgaria-SanStefano_-(1878)-byTodorBozhinov.png | -EU-Bulgaria.svg
Bursa	search:Brusa photochrom | Bursa_image.jpg
Diyarbakır	search:Diyarbekir 1900 photograph | Diyarbakr_Western_City_Wall.JPG
Dolmabahçe Sarayı	search:Dolma Bagtche palace photochrom | Dolmabahce_Istanbul_Turkey.jpg
Edirne	search:Adrianople 1912 photograph | Edirne_view_Üç_Şerefeli_Mosque.jpg | KaraağaçRailwayStation_(cropped).JPG
Erzurum	search:Erzurum 1916 photograph | Erzurum_Citadel_-_Erzurum_Kalesi_01.jpg
Filistin	search:Palestine photochrom | Historical_boundaries_of_Palestine_(plain).svg
Girit	search:Crete 1897 photograph | Island_of_Crete,_Greece.JPG
Halep	search:Aleppo photochrom | Aleppo_old_city_image.jpg
Hicaz	search:Hejaz railway 1908 photograph | Al_Ula_(6708283401).jpg | -HAC_2010_KABE_VE_GÖKDELEN_-_panoramio.jpg
Hindistan	search:Delhi Durbar 1903 photograph | British_Indian_Empire_1909_Imperial_Gazetteer_of_India.jpg
Kadıköy and Kızıltoprak	search:Kadıköy 1900 photograph | Haydarpasa_train_station_(cropped).jpg
Kafkasya	search:Prokudin-Gorsky Caucasus | Caucasus_topographic_map-en.svg
Kars	search:Kars 1878 photograph | The_castle_of_Kars.jpg | Kars_Panorama.JPG
Kastamonu	search:Kastamonu 1900 photograph | Kastamonu_Governor's_Office.jpg | Kastamonu1.jpg
Konya	search:Konia 1900 photograph | Aziziye_Mosque,_Konya_(cropped).JPG
Kudüs	search:Jerusalem photochrom | 16-03-30-Klagemauer_Jerusalem_RalfR-DSCF7704.jpg
Kıbrıs	search:Nicosia 1878 photograph | search:Cyprus 1880 photograph | EU-Cyprus.svg | -Republic_of_Cyprus_in_Cyprus_(de-facto).svg
Londra	search:London 1900 photograph Westminster | Westminster_Abbey_St_Peter.jpg | Canary_Wharf.Reza_04.jpg
Lübnan	search:Mount Lebanon 1900 photograph | Map_of_Mount_Lebanon_Sanjak_Circa_1900.jpg | BashirChehab.jpg
Makedonya	Borders_of_Macedonia_according_authors_(1843-1927).png | Ernst-Ravenstein-Balkans-Ethnic-Map-1880.jpg
Manastır	Greek_demonastration_Bitola_1908.JPG | Saat_kula_Bitola011.jpg
Medine	search:Medina 1908 photograph | Al-Masjid_An-Nabawi_(Bird's_Eye_View).jpg
Mekke	search:Mecca 1889 photograph | Great_Mosque_of_Mecca1.jpg
Mısır	search:Cairo photochrom | Egypt_under_Muhammad_Ali_Dynasty_map_en.png
Paris	search:Paris Exposition Universelle 1900 photograph | Arc_de_Triomphe_HDR_2007.jpg
Rumeli	Turkey_in_Europe_and_the_Balkans,_1910.jpg | Rumelia_map.jpg
Sarıkamış	Sarikamish_market_(1916).png | Upper_Sarikamish_(1916).png
Selanik	search:Salonica 1910 photograph | Tower_of_Thessaloniki_-_panoramio.jpg | Galerius_Arch_(Thessaloniki)_(cropped).jpg
Sofya	search:Sofia 1900 photograph | Cathedral_Saint_Alexander_Nevsky_(23997180108).jpg
Suriye	search:Ottoman Syria 1900 photograph | Mount_Lebanon,_Ottoman_Syria_1914.png | Illustration_from_Views_in_the_Ottoman_Dominions_by_Luigi_Mayer,_digitally_enhanced_by_rawpixel-com_46.jpg
Süveyş Kanalı	SuezCanalKantara.jpg | Aerial_view_of_city_of_Suez_and_Suez_Canal.jpg
Sırbistan	search:Kingdom of Serbia 1900 photograph | Felix_Romuliana_1.jpg | -Europe-Serbia_(2006–2008).svg | -Serbia_(orthographic_projection).svg | -Location_of_Serbia_in_Europe_(2006–2008).png
Tiflis	search:Tiflis Prokudin-Gorsky | 2014_Tbilisi,_Widoki_z_Twierdzy_Narikala_(36).jpg
Trablusgarp	search:Tripoli Libya 1911 photograph | Tripolitania_Vilayet,_Ottoman_Empire_(1900).png
Trabzon	search:Trebizond 1900 photograph | Hagia_Sophia_Trabzon.jpg
Trakya	Thrace_region.jpg | search:Thrace 1913 photograph
Tuna	Silistra_River_Danube.jpg | Danube_basin.png
Tunus	search:Tunis 1900 photograph | Guillaume_Delisle_Tunis_1707.jpg
Van	search:Van 1915 photograph | Van_Fortress_From_Northwest.JPG | Akhtamar_Island_on_Lake_Van_with_the_Armenian_Cathedral_of_the_Holy_Cross.jpg
Yemen	search:Sanaa 1900s photograph | Turkish_Yemeni_soldiers.jpg | Yemen_Vilayet,_Ottoman_Empire_(1900)_v2.png
Yeşilköy (Ayastefanos)	Ayastefanos_Rus_Abidesi'nin_yıkılmış_hali.jpg | HouseOfSanStefanoTreaty.jpg
Yunanistan	search:Kingdom of Greece 1900 photograph | Royaume_de_Grece_1832-1921_Expansion_(Kingdom_of_Greece_Map_Detail).jpg | -King_George_of_Hellenes.jpg
Yıldız Sarayı	Yildiz_palace_1909.jpg | İstanbul_5717.jpg | Istanbul_Yildiz_Palace_and_Park_May_2014_8173.jpg
Çanakkale and Gelibolu	search:Gallipoli town 1915 photograph | Port_de_Gallipoli.JPG | Gallipoli_peninsula_from_space.png
Üsküdar	search:Scutari photochrom | Beylerbeyi_Palace_in_October_2023.jpg
Üsküp	Shkup1912.jpg | Arheo_Museum_of_Macedonia_(13).JPG
İran	search:Tehran 1900 photograph | Map_Iran_1900-en.png | -Caucasian_albanian_stone_azerbaijan_mingechaur2.jpg
İstanbul	search:Constantinople photochrom | Historical_peninsula_and_modern_skyline_of_Istanbul.jpg
İzmir	search:Smyrna photochrom | TR_Izmir_asv2020-02_img30_Konak_Clock_Tower.jpg | Cumhuriyet_Square.jpg
Şam	search:Damascus photochrom | Damascus,_Syria,_Panoramic_view_of_Damascus.jpg
Şıpka	Cannons_on_Shipka_pass.jpg | View_from_Shipka.JPG
